,x,y,delta_x,delta_y,distances,speed,energy,momentum
0,912.0,1884.0,0.0,0.0,0.0,0.0,0.0,0.0
1,913.0,1882.0,-346.0,1054.0,26.248809496813376,44.37354166617761,984.5056000000002,44.37354166617761
2,2046.0,1357.0,-369.0,503.0,10.816653826391969,24.95339656239206,311.33599999999996,24.95339656239206
3,1479.0,1359.0,-389.0,-309.0,15.297058540778355,19.871668274203856,197.44160000000002,19.871668274203856
4,914.0,1891.0,-1269.0,-624.0,11.40175425099138,56.564822990972054,1599.7896000000003,56.564822990972054
5,1432.0,1343.0,552.0,151.0,12.041594578792296,22.891221024663583,262.004,22.891221024663583
6,1109.0,472.0,-347.0,-1487.0,11.180339887498949,61.07802223386085,1865.2624,61.07802223386085
7,656.0,1863.0,352.0,-338.0,13.0,19.52016393373785,190.51839999999999,19.52016393373785
8,1096.0,964.0,249.0,985.0,10.0,40.639409444528106,825.7808000000001,40.639409444528106
9,564.0,1581.0,640.0,511.0,12.041594578792296,32.75902318446018,536.5767999999999,32.75902318446018
10,1464.0,637.0,352.0,-520.0,5.0990195135927845,25.11745210008372,315.44320000000005,25.11745210008372
11,812.0,1895.0,-278.0,921.0,12.529964086141668,38.48168395483753,740.4200000000001,38.48168395483753
12,1217.0,649.0,-1136.0,442.0,13.152946437965905,48.75834287586074,1188.6879999999999,48.75834287586074
13,708.0,864.0,-1371.0,495.0,15.297058540778355,58.30493632618082,1699.7328,58.30493632618082
14,938.0,1434.0,-215.0,91.0,6.708203932499369,9.338608033320597,43.60479999999999,9.338608033320597
15,1909.0,1241.0,-510.0,-553.0,5.830951894845301,30.090769348755444,452.72720000000004,30.090769348755444
16,1976.0,1386.0,-284.0,17.0,19.0,11.380333914257527,64.75600000000001,11.380333914257527
17,625.0,1577.0,-1120.0,90.0,17.0,44.94441010848846,1009.9999999999999,44.94441010848846
18,848.0,894.0,3.0,479.0,17.029386365926403,19.16037577919598,183.56,19.16037577919598
19,1025.0,1143.0,120.0,-1136.0,7.810249675906654,45.69281781637022,1043.9168,45.69281781637022
20,684.0,1895.0,-762.0,397.0,34.539832078341085,34.36866014263576,590.6024,34.36866014263576
21,920.0,1783.0,-191.0,266.0,19.924858845171276,13.098824374729206,85.7896,13.098824374729206
22,1687.0,1804.0,-1324.0,-323.0,5.0990195135927845,54.51319106418188,1485.8439999999996,54.51319106418188
23,508.0,1251.0,-689.0,-1055.0,15.620499351813308,50.40231740703993,1270.1968000000002,50.40231740703993
24,880.0,862.0,-66.0,389.0,8.54400374531753,15.782369910758016,124.54159999999999,15.782369910758016
25,1192.0,1035.0,119.0,64.0,24.758836806279895,5.404738661582075,14.605600000000003,5.404738661582075
26,1391.0,519.0,-1061.0,-370.0,24.166091947189145,44.94656382861765,1010.0968000000001,44.94656382861765
