,x,y,delta_x,delta_y,distances,speed,energy,momentum
0,1008.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1029.0,514.0,267.0,-834.0,12.0,35.02787461436962,613.4759999999999,35.02787461436962
2,675.0,491.0,142.0,302.0,6.4031242374328485,13.348737768043838,89.0944,13.348737768043838
3,1768.0,1207.0,-98.0,-188.0,9.055385138137417,8.480377350094747,35.9584,8.480377350094747
4,2070.0,1362.0,300.0,632.0,9.219544457292887,27.983538017913315,391.53919999999994,27.983538017913315
5,1332.0,1314.0,953.0,4.0,7.0,38.120335780263005,726.5799999999999,38.120335780263005
6,792.0,948.0,-12.0,-942.0,0.0,37.683057200816386,710.0063999999999,37.683057200816386
7,1582.0,294.0,999.0,-67.0,11.045361017187261,40.04976903803566,801.992,40.04976903803566
8,1878.0,1595.0,-225.0,319.0,7.280109889280518,15.614659778554255,121.90880000000001,15.614659778554255
9,1847.0,1227.0,85.0,-816.0,7.0710678118654755,32.81660555267714,538.4648,32.81660555267714
10,735.0,837.0,93.0,791.0,11.180339887498949,31.857934647431243,507.464,31.857934647431243
11,909.0,1059.0,803.0,239.0,11.180339887498949,33.51250512868293,561.5439999999999,33.51250512868293
12,1480.0,1058.0,548.0,-581.0,4.123105625617661,31.946580411680998,510.29200000000003,31.946580411680998
13,911.0,1812.0,-587.0,1115.0,20.591260281974,50.40307927101279,1270.2351999999996,50.40307927101279
14,1893.0,1542.0,1003.0,488.0,6.4031242374328485,44.61664263478371,995.3223999999997,44.61664263478371
15,1546.0,1113.0,628.0,-879.0,2.23606797749979,43.21157252403574,933.6200000000001,43.21157252403574
16,871.0,1038.0,294.0,-675.0,8.602325267042627,29.449916808031904,433.64880000000005,29.449916808031904
17,864.0,1032.0,-264.0,-562.0,10.198039027185569,24.836746968957105,308.43199999999996,24.836746968957105
18,915.0,1789.0,403.0,220.0,3.1622776601683795,18.365576495171613,168.64720000000003,18.365576495171613
19,930.0,1485.0,-205.0,-325.0,19.0,15.37010084547268,118.11999999999999,15.37010084547268
20,1447.0,429.0,-20.0,-187.0,20.0,7.522659104332722,28.295199999999994,7.522659104332722
21,1199.0,330.0,489.0,-1199.0,3.605551275463989,51.7953202519301,1341.3776000000003,51.7953202519301
22,870.0,872.0,-214.0,184.0,8.602325267042627,11.289074364180617,63.72160000000001,11.289074364180617
23,665.0,294.0,-323.0,-328.0,12.083045973594572,18.413603666854566,169.53039999999996,18.413603666854566
24,920.0,1539.0,-1058.0,-48.0,6.4031242374328485,42.36353148640939,897.3344,42.36353148640939
25,699.0,1875.0,-966.0,544.0,9.219544457292887,44.34576868202873,983.2735999999999,44.34576868202873
26,1224.0,1224.0,-539.0,-926.0,12.727922061357855,42.85784875609134,918.3976000000001,42.85784875609134
27,814.0,1493.0,-303.0,100.0,8.602325267042627,12.76300904959328,81.4472,12.76300904959328
28,1139.0,1120.0,-874.0,-267.0,16.492422502470642,36.554944945930366,668.132,36.554944945930366
29,716.0,1560.0,-160.0,531.0,15.033296378372908,22.183272977628885,246.04879999999994,22.183272977628885
30,1973.0,1404.0,-7.0,7.0,9.899494936611665,0.3959797974644666,0.0784,0.3959797974644666
31,788.0,1410.0,321.0,127.0,6.708203932499369,13.808403238608003,95.336,13.808403238608003
32,1192.0,1872.0,324.0,-1334.0,9.055385138137417,54.91130302587983,1507.6255999999998,54.91130302587983
33,1493.0,1849.0,540.0,78.0,1.4142135623730951,21.824170087313746,238.14720000000005,21.824170087313746
34,757.0,1852.0,135.0,-338.0,8.06225774829855,14.558516407931132,105.97519999999999,14.558516407931132
35,762.0,1850.0,212.0,-619.0,21.37755832643195,26.17189332088911,342.48400000000004,26.17189332088911
36,1783.0,1554.0,-186.0,-876.0,3.1622776601683795,35.82115576024872,641.5776000000001,35.82115576024872
37,965.0,1770.0,223.0,388.0,8.06225774829855,17.900748587698782,160.21839999999997,17.900748587698782
38,833.0,1296.0,-1561.0,-194.0,23.259406699226016,62.920356006621574,1979.4855999999997,62.920356006621574
39,794.0,1847.0,-378.0,492.0,19.1049731745428,24.817671123616737,307.95840000000004,24.817671123616737
40,944.0,1522.0,263.0,562.0,20.591260281974,24.819766316385817,308.0104,24.819766316385817
41,1381.0,1878.0,12.0,-735.0,10.0,29.40391810626604,432.29519999999997,29.40391810626604
42,567.0,1312.0,86.0,490.0,5.0,19.89958793543223,197.99679999999998,19.89958793543223
43,1221.0,811.0,716.0,-293.0,10.44030650891055,30.94524196059872,478.8039999999999,30.94524196059872
44,1070.0,740.0,-517.0,239.0,19.0,22.78280053022455,259.52799999999996,22.78280053022455
45,859.0,1849.0,-725.0,-60.0,9.848857801796104,29.099140880788905,423.38000000000005,29.099140880788905
46,1424.0,1314.0,-1476.0,-602.0,20.808652046684813,63.7618067498091,2032.7840000000003,63.7618067498091
47,1002.0,1520.0,-254.0,198.0,16.1245154965971,12.882235830786517,82.97599999999998,12.882235830786517
48,1906.0,1620.0,-303.0,1453.0,5.0,59.37026865359462,1762.4144000000001,59.37026865359462
49,1268.0,338.0,-124.0,-1089.0,2.8284271247461903,43.841478077272896,961.0376,43.841478077272896
50,1954.0,1049.0,-2.0,-6.0,6.324555320336759,0.2529822128134704,0.03200000000000001,0.2529822128134704
51,727.0,1432.0,441.0,746.0,9.055385138137417,34.66403323330971,600.7976,34.66403323330971
52,614.0,1746.0,459.0,33.0,17.029386365926403,18.407389820395505,169.41600000000003,18.407389820395505
53,1622.0,1612.0,-7.0,-8.0,10.63014581273465,0.425205832509386,0.09040000000000001,0.425205832509386
54,1297.0,1336.0,-47.0,1378.0,7.0,55.152051639082295,1520.8744,55.152051639082295
55,720.0,444.0,-15.0,5.0,15.811388300841896,0.6324555320336759,0.2,0.6324555320336759
56,1048.0,1496.0,40.0,120.0,7.810249675906654,5.059644256269407,12.8,5.059644256269407
57,1045.0,1876.0,72.0,605.0,19.209372712298546,24.37076937644768,296.9672,24.37076937644768
58,1218.0,1781.0,1175.0,778.0,3.1622776601683795,56.36891341865657,1588.7272000000003,56.36891341865657
59,1145.0,1603.0,-605.0,532.0,8.06225774829855,32.22543095134648,519.2391999999999,32.22543095134648
60,1206.0,1364.0,603.0,-517.0,5.0990195135927845,31.77163514835206,504.71840000000003,31.77163514835206
61,667.0,928.0,643.0,-14.0,12.206555615733702,25.72609570066939,330.91600000000005,25.72609570066939
62,975.0,1713.0,614.0,710.0,20.0,37.54668560605583,704.8768000000001,37.54668560605583
63,559.0,1357.0,806.0,-519.0,14.317821063276353,38.345732487462016,735.1976,38.345732487462016
64,1001.0,1139.0,-83.0,-869.0,11.40175425099138,34.91819010200844,609.64,34.91819010200844
65,1041.0,1874.0,446.0,241.0,13.038404810405298,20.277948614196657,205.59760000000006,20.277948614196657
66,1353.0,1729.0,-120.0,-1148.0,9.219544457292887,46.170189516613426,1065.8432000000003,46.170189516613426
67,506.0,1889.0,762.0,1269.0,15.524174696260024,59.20817511121247,1752.8039999999999,59.20817511121247
68,1241.0,740.0,-644.0,911.0,16.1245154965971,44.625678706323335,995.7256,44.625678706323335
69,933.0,1220.0,-58.0,330.0,17.46424919657298,13.402328155958577,89.81120000000001,13.402328155958577
70,2029.0,750.0,631.0,349.0,3.1622776601683795,28.843356254083886,415.9696,28.843356254083886
71,1488.0,1891.0,126.0,1098.0,8.06225774829855,44.20823452706521,977.1840000000002,44.20823452706521
72,1155.0,1894.0,46.0,-909.0,10.0,36.406526887359085,662.7176,36.406526887359085
73,763.0,1242.0,-252.0,202.0,3.605551275463989,12.918699624962258,83.4464,12.918699624962258
74,883.0,1259.0,-406.0,584.0,13.341664064126334,28.450434091591642,404.7136,28.450434091591642
75,897.0,1250.0,-577.0,1050.0,7.0710678118654755,47.923756113226354,1148.3432000000003,47.923756113226354
76,1075.0,800.0,-375.0,-183.0,12.206555615733702,16.690787878347745,139.2912,16.690787878347745
77,1490.0,1514.0,-12.0,628.0,10.198039027185569,25.124585568721326,315.62239999999997,25.124585568721326
78,1170.0,1891.0,-43.0,481.0,19.72308292331602,19.316728501482853,186.56799999999998,19.316728501482853
79,1096.0,796.0,217.0,-919.0,3.605551275463989,37.77088826066975,713.3199999999999,37.77088826066975
80,882.0,1723.0,-125.0,1014.0,9.0,40.86702338071615,835.0568000000002,40.86702338071615
81,1207.0,1738.0,-229.0,-173.0,19.1049731745428,11.480069686199645,65.896,11.480069686199645
82,1113.0,792.0,-365.0,-873.0,13.892443989449804,37.849258909521595,716.2832,37.849258909521595
83,710.0,1646.0,-375.0,112.0,12.529964086141668,15.654724526480816,122.5352,15.654724526480816
84,1216.0,1161.0,-531.0,1035.0,9.055385138137417,46.530609280343626,1082.5488000000003,46.530609280343626
85,823.0,1854.0,53.0,149.0,21.633307652783937,6.325820104935011,20.008,6.325820104935011
86,886.0,1749.0,401.0,-80.0,13.416407864998739,16.35608755173437,133.7608,16.35608755173437
87,1050.0,1140.0,360.0,-1089.0,6.0,45.87846553667636,1052.4168000000002,45.87846553667636
88,512.0,1828.0,-20.0,-589.0,9.219544457292887,23.573578430098387,277.85679999999996,23.573578430098387
89,1240.0,1107.0,1301.0,-9.0,10.816653826391969,52.04124518110611,1354.1456,52.04124518110611
90,1089.0,1113.0,-748.0,25.0,9.219544457292887,29.93670656568621,448.10319999999996,29.93670656568621
91,951.0,853.0,187.0,-67.0,5.0,7.945615142957781,31.566399999999998,7.945615142957781
92,1904.0,578.0,-98.0,-442.0,7.211102550927978,18.109356697574878,163.97440000000003,18.109356697574878
93,1253.0,1783.0,425.0,483.0,7.280109889280518,25.73445938814336,331.1312,25.73445938814336
94,1173.0,802.0,286.0,-800.0,5.385164807134504,33.98343125701112,577.4368000000002,33.98343125701112
95,1183.0,1372.0,36.0,135.0,8.602325267042627,5.588702890653609,15.616800000000003,5.588702890653609
96,1262.0,691.0,84.0,728.0,8.246211251235321,29.313205215397378,429.632,29.313205215397378
97,755.0,1732.0,1021.0,391.0,9.0,43.7323129962274,956.2575999999999,43.7323129962274
98,1164.0,1313.0,-824.0,669.0,16.1245154965971,42.45537892894138,901.2295999999998,42.45537892894138
99,1256.0,1735.0,683.0,-269.0,4.123105625617661,29.362561196189954,431.08000000000004,29.362561196189954
100,1303.0,1002.0,-8.0,-21.0,22.47220505424423,0.8988882021697693,0.404,0.8988882021697693
101,519.0,1172.0,536.0,-16.0,13.601470508735444,21.44955011183218,230.04159999999996,21.44955011183218
102,930.0,1525.0,-41.0,-692.0,11.180339887498949,27.72854125265157,384.436,27.72854125265157
103,1706.0,1484.0,-285.0,-212.0,7.810249675906654,14.208110359931752,100.93519999999998,14.208110359931752
104,903.0,1518.0,-582.0,698.0,13.892443989449804,36.35223239362337,660.7424000000001,36.35223239362337
105,1701.0,519.0,404.0,-840.0,4.47213595499958,37.28411994401906,695.0527999999999,37.28411994401906
106,798.0,753.0,437.0,-1157.0,13.038404810405298,49.471090547914955,1223.6944,49.471090547914955
107,823.0,1824.0,248.0,-689.0,9.055385138137417,29.290954235053523,428.97999999999996,29.290954235053523
108,814.0,1825.0,1336.0,-467.0,7.211102550927978,56.61074103030273,1602.3880000000004,56.61074103030273
109,1744.0,1051.0,11.0,-696.0,9.848857801796104,27.843476794394768,387.6296,27.843476794394768
110,1335.0,630.0,1144.0,-502.0,14.422205101855956,49.97183206567476,1248.592,49.97183206567476
111,938.0,1761.0,-817.0,-66.0,16.0312195418814,32.78646062020114,537.4760000000001,32.78646062020114
112,1401.0,836.0,2.0,-1.0,2.23606797749979,0.08944271909999159,0.004,0.08944271909999159
113,1253.0,1561.0,3.0,-4.0,5.0,0.2,0.020000000000000004,0.2
114,1907.0,1318.0,689.0,-771.0,7.810249675906654,41.36011605399579,855.3296000000001,41.36011605399579
115,823.0,1816.0,-772.0,956.0,18.384776310850235,49.15152083099769,1207.936,49.15152083099769
116,1812.0,980.0,-309.0,773.0,25.495097567963924,33.29888887035121,554.4079999999999,33.29888887035121
117,1195.0,906.0,202.0,-212.0,5.385164807134504,11.713103773125209,68.5984,11.713103773125209
118,658.0,1733.0,-245.0,-694.0,1.4142135623730951,29.4390488976801,433.32879999999994,29.4390488976801
119,1383.0,573.0,311.0,-262.0,5.385164807134504,16.266038239227154,132.292,16.266038239227154
120,738.0,1553.0,503.0,-590.0,17.0,31.012487807333354,480.88719999999995,31.012487807333354
121,1782.0,874.0,556.0,-242.0,21.400934559032695,24.25530869727285,294.15999999999997,24.25530869727285
122,1189.0,896.0,-204.0,338.0,8.06225774829855,15.791643359701359,124.68800000000002,15.791643359701359
123,694.0,1814.0,1118.0,-252.0,4.0,45.841954583110876,1050.7424,45.841954583110876
124,697.0,1315.0,-331.0,331.0,17.08800749063506,18.724187565819776,175.29759999999996,18.724187565819776
125,1315.0,1377.0,-146.0,-130.0,2.23606797749979,7.819565205303937,30.572800000000004,7.819565205303937
126,2062.0,1127.0,1076.0,-689.0,2.23606797749979,51.10768239707217,1305.9976000000001,51.10768239707217
127,897.0,1103.0,156.0,227.0,15.0,11.017440719150704,60.69199999999999,11.017440719150704
128,709.0,1346.0,-1117.0,908.0,17.029386365926403,57.57989927049195,1657.7223999999997,57.57989927049195
129,1546.0,563.0,-549.0,264.0,5.0990195135927845,24.36709256353741,296.87760000000003,24.36709256353741
130,1069.0,1619.0,-418.0,1056.0,4.123105625617661,45.428801436973885,1031.8880000000001,45.428801436973885
131,1360.0,552.0,228.0,-1326.0,2.8284271247461903,53.8183611790623,1448.208,53.8183611790623
132,1137.0,1883.0,360.0,665.0,14.866068747318506,30.247644536393242,457.46,30.247644536393242
133,875.0,1873.0,-479.0,1320.0,6.082762530298219,56.16890242830102,1577.4728,56.16890242830102
134,1034.0,1712.0,-167.0,-485.0,6.324555320336759,20.51785563844331,210.4912,20.51785563844331
135,533.0,975.0,-1533.0,-104.0,10.295630140987,61.46094695007554,1888.7239999999997,61.46094695007554
136,1326.0,555.0,654.0,-216.0,10.295630140987,27.54986751329305,379.4975999999999,27.54986751329305
137,883.0,1847.0,-524.0,-172.0,15.132745950421556,22.06028104988692,243.328,22.06028104988692
138,1463.0,1244.0,405.0,-457.0,8.54400374531753,24.425363866276385,298.29920000000004,24.425363866276385
139,1640.0,407.0,636.0,-1343.0,8.94427190999916,59.439313589576386,1766.516,59.439313589576386
140,1289.0,556.0,1127.0,-541.0,11.704699910719626,50.004959754008404,1250.248,50.004959754008404
141,689.0,1650.0,-1146.0,510.0,13.341664064126334,50.17435201375301,1258.7328000000002,50.17435201375301
142,1303.0,323.0,-747.0,1050.0,2.8284271247461903,51.54429551366475,1328.4072,51.54429551366475
143,695.0,1875.0,-925.0,878.0,14.035668847618199,51.013864782037444,1301.2072,51.013864782037444
144,1285.0,345.0,-329.0,-415.0,9.219544457292887,21.183616310724666,224.37280000000007,21.183616310724666
145,1123.0,767.0,206.0,989.0,11.180339887498949,40.40904849164355,816.4456,40.40904849164355
146,1704.0,296.0,-904.0,903.0,16.0,51.109685970469435,1306.1000000000001,51.109685970469435
147,1140.0,1648.0,406.0,-997.0,11.180339887498949,43.05986530401599,927.0760000000001,43.05986530401599
148,1845.0,960.0,674.0,-917.0,2.23606797749979,45.522126488115646,1036.132,45.522126488115646
149,488.0,1468.0,170.0,1095.0,6.324555320336759,44.32471094096384,982.3399999999998,44.32471094096384
150,588.0,1308.0,-510.0,-449.0,2.0,27.179433401011142,369.36080000000004,27.179433401011142
151,1736.0,301.0,-647.0,-542.0,9.848857801796104,33.760876765866136,569.8983999999999,33.760876765866136
152,767.0,1849.0,53.0,472.0,12.529964086141668,18.99865258380183,180.4744,18.99865258380183
153,651.0,1390.0,-966.0,189.0,6.082762530298219,39.37261992806677,775.1016000000002,39.37261992806677
154,1194.0,456.0,379.0,1443.0,17.46424919657298,59.67766751474122,1780.712,59.67766751474122
155,793.0,1843.0,-736.0,-397.0,10.04987562112089,33.44978325789272,559.444,33.44978325789272
156,1972.0,844.0,786.0,377.0,15.620499351813308,34.86947088786981,607.94,34.86947088786981
157,1652.0,1197.0,127.0,43.0,6.082762530298219,5.363282576929915,14.382399999999997,5.363282576929915
158,1656.0,1196.0,-126.0,215.0,11.40175425099138,9.968028892413987,49.680800000000005,9.968028892413987
159,1783.0,432.0,1473.0,161.0,8.94427190999916,59.27090348560582,1756.5200000000002,59.27090348560582
160,922.0,708.0,-687.0,-546.0,11.313708498984761,35.10179482590598,616.068,35.10179482590598
161,1999.0,847.0,-1100.0,-46.0,13.038404810405298,44.03845592206884,969.6928000000001,44.03845592206884
162,1154.0,1841.0,320.0,987.0,6.082762530298219,41.50313723081666,861.2552000000001,41.50313723081666
163,983.0,1820.0,-761.0,-475.0,7.211102550927978,35.88305449651688,643.7968000000001,35.88305449651688
164,849.0,1847.0,-9.0,8.0,12.041594578792296,0.48166378315169184,0.116,0.48166378315169184
165,494.0,559.0,-482.0,-679.0,9.486832980505138,33.30741659150406,554.6919999999999,33.30741659150406
166,1013.0,1828.0,-731.0,-80.0,9.219544457292887,29.414581418065428,432.6088,29.414581418065428
167,587.0,1441.0,-482.0,505.0,13.45362404707371,27.924154418710696,389.8792,27.924154418710696
168,1847.0,571.0,-1420.0,762.0,13.0,64.46138689168889,2077.6352,64.46138689168889
169,1142.0,1813.0,1319.0,321.0,8.0,54.2999373848626,1474.2415999999996,54.2999373848626
170,737.0,1331.0,-289.0,190.0,12.727922061357855,13.834507580683889,95.6968,13.834507580683889
171,1174.0,475.0,187.0,-1190.0,8.48528137423857,48.184130167514695,1160.8552,48.184130167514695
172,1040.0,693.0,247.0,399.0,10.770329614269007,18.770615333547273,176.168,18.770615333547273
