,t,distance,speed,kinetic energy,momentum
283,11.36,11.946524691897324,35.98539504608084,763.9346879999998,35.98539504608084
284,11.4,12.602093152212651,30.68846825128162,663.360672,30.68846825128162
285,11.44,11.721465809103735,31.956615570421107,698.1807679999998,31.956615570421107
286,11.48,12.644037480029674,31.955256573832408,681.7568640000001,31.955256573832408
287,11.52,12.25796737273366,29.940162368775635,594.309472,29.940162368775635
288,11.56,11.686553011350306,33.1355078617072,677.036064,33.1355078617072
289,11.6,12.203789564374254,34.21225702268007,752.9784639999998,34.21225702268007
290,11.64,12.109788244188339,34.41345396988613,699.367776,34.41345396988613
291,11.68,12.130206076179858,32.025296449278116,597.634528,32.025296449278116
292,11.72,12.267495895291882,32.613831614225724,671.293536,32.613831614225724
293,11.76,12.01172416510204,35.633957812113884,756.256768,35.633957812113884
294,11.8,12.318989212867711,30.57037881854389,598.3909439999999,30.57037881854389
295,11.84,12.871974972373902,40.25988311852646,946.2133760000002,40.25988311852646
296,11.88,12.020881201229905,31.443915002494823,632.774752,31.443915002494823
297,11.92,12.532935264669407,31.349649362034107,684.7973440000001,31.349649362034107
298,11.96,12.47419544858405,33.56075360323764,796.7741760000001,33.56075360323764
299,12.0,11.334427070620485,31.646146807188103,621.969344,31.646146807188103
300,12.04,11.818896271995698,29.975916062341458,585.835776,29.975916062341458
301,12.08,12.130679844017273,33.551234254323184,672.7734399999998,33.551234254323184
302,12.12,12.346157039547691,33.46394144253049,746.1627520000001,33.46394144253049
303,12.16,12.439677062008405,34.09170699701774,708.6761600000001,34.09170699701774
304,12.2,12.360894259485882,31.566616367238183,635.994176,31.566616367238183
305,12.24,12.548150247726184,29.80439860699148,592.0143999999999,29.80439860699148
306,12.28,12.86898420347764,30.70348954039856,600.354112,30.70348954039856
307,12.32,12.730273319653143,30.441459835195683,578.4770239999999,30.441459835195683
308,12.36,13.604325711306794,30.1019934911081,566.343104,30.1019934911081
309,12.4,12.672769962789598,28.18063632077721,529.5861439999999,28.18063632077721
310,12.44,13.34825462084908,29.329252436649526,582.584576,29.329252436649526
311,12.48,13.251201558938904,32.490277822773876,610.066144,32.490277822773876
312,12.52,13.501320708532212,32.05166953116014,650.4636479999999,32.05166953116014
313,12.56,13.492922860138592,29.704738041640198,564.2453760000001,29.704738041640198
314,12.6,13.732957802892797,31.95772168527337,695.6032319999999,31.95772168527337
315,12.64,13.502853235380718,30.98629573792709,654.746208,30.98629573792709
316,12.68,13.162647851746069,34.92797813040224,702.0985280000001,34.92797813040224
317,12.72,13.594651780663634,34.795623321868995,726.612736,34.795623321868995
318,12.76,13.572868072787882,31.834364848993943,668.136192,31.834364848993943
319,12.8,13.393487384662006,34.93069332944976,757.2807999999999,34.93069332944976
